"Country or Area","Year(s)","Variant","Value"
"Namibia","2020","Low","2540.905"
"Namibia","2020","Constant fertility","2540.905"
"Namibia","2020","Instant replacement","2540.905"
"Namibia","2020","Zero migration","2540.905"
"Namibia","2020","Constant mortality","2540.905"
"Namibia","2020","No change","2540.905"
"Namibia","2020","Momentum","2540.905"
"Nauru","2021","Medium","10.876"
"Nauru","2021","High","10.871"
"Nauru","2021","Low","10.845"
"Nauru","2021","Constant fertility","10.868"
"Nauru","2021","Instant replacement","10.814"
"Nauru","2021","Zero migration","11.013"
"Nauru","2021","Constant mortality","10.855"
"Nauru","2021","No change","10.866"
"Nauru","2021","Momentum","10.917"
"Nauru","2020","Medium","10.824"
"Nauru","2020","High","10.824"
"Nauru","2020","Low","10.824"
"Nauru","2020","Constant fertility","10.824"
"Nauru","2020","Instant replacement","10.824"
"Nauru","2020","Zero migration","10.824"
"Nauru","2020","Constant mortality","10.824"
"Nauru","2020","No change","10.824"
"Nauru","2020","Momentum","10.824"
"Nepal","2021","Medium","29674.92"
"Nepal","2021","High","29808.201"
"Nepal","2021","Low","29714.251"
"Nepal","2021","Constant fertility","29784.506"
"Nepal","2021","Instant replacement","29740.373"
"Nepal","2021","Zero migration","29529.352"
"Nepal","2021","Constant mortality","29751.713"
"Nepal","2021","No change","29774.559"
"Nepal","2021","Momentum","29617.963"
"Nepal","2020","Medium","29136.808"
"Nepal","2020","High","29136.808"
"Nepal","2020","Low","29136.808"
"Nepal","2020","Constant fertility","29136.808"
"Nepal","2020","Instant replacement","29136.808"
"Nepal","2020","Zero migration","29136.808"
"Nepal","2020","Constant mortality","29136.808"
"Nepal","2020","No change","29136.808"
"Nepal","2020","Momentum","29136.808"
"Netherlands","2021","Medium","17173.099"
"Netherlands","2021","High","17191.014"
"Netherlands","2021","Low","17157.135"
"Netherlands","2021","Constant fertility","17172.929"
"Netherlands","2021","Instant replacement","17199.507"
"Netherlands","2021","Zero migration","17153.943"
"Netherlands","2021","Constant mortality","17168.571"
"Netherlands","2021","No change","17167.388"
"Netherlands","2021","Momentum","17180.507"
"Netherlands","2020","Medium","17134.872"
"Netherlands","2020","High","17134.872"
"Netherlands","2020","Low","17134.872"
"Netherlands","2020","Constant fertility","17134.872"
"Netherlands","2020","Instant replacement","17134.872"
"Netherlands","2020","Zero migration","17134.872"
"Netherlands","2020","Constant mortality","17134.872"
"Netherlands","2020","No change","17134.872"
"Netherlands","2020","Momentum","17134.872"
"New Caledonia","2021","Medium","288.218"
"New Caledonia","2021","High","288.565"
"New Caledonia","2021","Low","287.911"
"New Caledonia","2021","Constant fertility","288.333"
"New Caledonia","2021","Instant replacement","288.458"
"New Caledonia","2021","Zero migration","287.73"
"New Caledonia","2021","Constant mortality","288.172"
"New Caledonia","2021","No change","288.26"
"New Caledonia","2021","Momentum","288.042"
"New Caledonia","2020","Medium","285.498"
"New Caledonia","2020","High","285.498"
"New Caledonia","2020","Low","285.498"
"New Caledonia","2020","Constant fertility","285.498"
"New Caledonia","2020","Instant replacement","285.498"
"New Caledonia","2020","Zero migration","285.498"
"New Caledonia","2020","Constant mortality","285.498"
"New Caledonia","2020","No change","285.498"
"New Caledonia","2020","Momentum","285.498"
"New Zealand","2021","Medium","4860.643"
"New Zealand","2021","High","4865.176"
"New Zealand","2021","Low","4854.829"
"New Zealand","2021","Constant fertility","4861.141"
"New Zealand","2021","Instant replacement","4865.312"
"New Zealand","2021","Zero migration","4847.435"
"New Zealand","2021","Constant mortality","4858.825"
"New Zealand","2021","No change","4859.946"
"New Zealand","2021","Momentum","4855.689"
"New Zealand","2020","Medium","4822.233"
"New Zealand","2020","High","4822.233"
"New Zealand","2020","Low","4822.233"
"New Zealand","2020","Constant fertility","4822.233"
"New Zealand","2020","Instant replacement","4822.233"
"New Zealand","2020","Zero migration","4822.233"
"New Zealand","2020","Constant mortality","4822.233"
"New Zealand","2020","No change","4822.233"
"New Zealand","2020","Momentum","4822.233"
"Nicaragua","2021","Medium","6702.385"
"Nicaragua","2021","High","6708.192"
"Nicaragua","2021","Low","6690.372"
"Nicaragua","2021","Constant fertility","6704.154"
"Nicaragua","2021","Instant replacement","6695.381"
"Nicaragua","2021","Zero migration","6721.102"
"Nicaragua","2021","Constant mortality","6697.83"
"Nicaragua","2021","No change","6702.659"
"Nicaragua","2021","Momentum","6706.464"
"Nicaragua","2020","Medium","6624.554"
"Nicaragua","2020","High","6624.554"
"Nicaragua","2020","Low","6624.554"
"Nicaragua","2020","Constant fertility","6624.554"
"Nicaragua","2020","Instant replacement","6624.554"
"Nicaragua","2020","Zero migration","6624.554"
"Nicaragua","2020","Constant mortality","6624.554"
"Nicaragua","2020","No change","6624.554"
"Nicaragua","2020","Momentum","6624.554"
"Niger","2021","Medium","25130.817"
"Niger","2021","High","25151.88"
"Niger","2021","Low","25105.208"
"Niger","2021","Constant fertility","25163.867"
"Niger","2021","Instant replacement","24666.661"
"Niger","2021","Zero migration","25127.693"
"Niger","2021","Constant mortality","25114.709"
"Niger","2021","No change","25150.495"
"Niger","2021","Momentum","24661.099"
"Niger","2020","Medium","24206.644"
"Niger","2020","High","24206.644"
"Niger","2020","Low","24206.644"
"Niger","2020","Constant fertility","24206.644"
"Niger","2020","Instant replacement","24206.644"
"Niger","2020","Zero migration","24206.644"
"Niger","2020","Constant mortality","24206.644"
"Niger","2020","No change","24206.644"
"Niger","2020","Momentum","24206.644"
"Nigeria","2021","Medium","211400.708"
"Nigeria","2021","High","211601.152"
"Nigeria","2021","Low","211176.877"
"Nigeria","2021","Constant fertility","211657.6"
"Nigeria","2021","Instant replacement","208991.858"
"Nigeria","2021","Zero migration","211451.71"
"Nigeria","2021","Constant mortality","211273.809"
"Nigeria","2021","No change","211542.793"
"Nigeria","2021","Momentum","208995.19"
"Nigeria","2020","Medium","206139.589"
"Nigeria","2020","High","206139.589"
"Nigeria","2020","Low","206139.589"
"Nigeria","2020","Constant fertility","206139.589"
"Nigeria","2020","Instant replacement","206139.589"
"Nigeria","2020","Zero migration","206139.589"
"Nigeria","2020","Constant mortality","206139.589"
"Nigeria","2020","No change","206139.589"
"Nigeria","2020","Momentum","206139.589"
"Niue","2021","Medium","1.619"
"Niue","2021","High","1.618"
"Niue","2021","Low","1.613"
"Niue","2021","Constant fertility","1.617"
"Niue","2021","Instant replacement","1.619"
"Niue","2021","Zero migration","1.632"
"Niue","2021","Constant mortality","1.613"
"Niue","2021","No change","1.615"
"Niue","2021","Momentum","1.626"
"Niue","2020","Medium","1.626"
"Niue","2020","High","1.626"
"Niue","2020","Low","1.626"
"Niue","2020","Constant fertility","1.626"
"Niue","2020","Instant replacement","1.626"
"Niue","2020","Zero migration","1.626"
"Niue","2020","Constant mortality","1.626"
"Niue","2020","No change","1.626"
"Niue","2020","Momentum","1.626"
"No income group available","2021","Medium","2978.578"
"No income group available","2021","High","2980.695"
"No income group available","2021","Low","2974.518"
"No income group available","2021","Constant fertility","2979.257"
"No income group available","2021","Instant replacement","2974.083"
"No income group available","2021","Zero migration","2973.803"
"No income group available","2021","Constant mortality","2976.625"
"No income group available","2021","No change","2978.249"
"No income group available","2021","Momentum","2970.58"
"No income group available","2020","Medium","2943.57"
"No income group available","2020","High","2943.57"
"No income group available","2020","Low","2943.57"
"No income group available","2020","Constant fertility","2943.57"
"No income group available","2020","Instant replacement","2943.57"
"No income group available","2020","Zero migration","2943.57"
"No income group available","2020","Constant mortality","2943.57"
"No income group available","2020","No change","2943.57"
"No income group available","2020","Momentum","2943.57"
"North Macedonia","2021","Medium","2082.658"
"North Macedonia","2021","High","2084.914"
"North Macedonia","2021","Low","2080.027"
"North Macedonia","2021","Constant fertility","2082.94"
"North Macedonia","2021","Instant replacement","2088.474"
"North Macedonia","2021","Zero migration","2083.485"
"North Macedonia","2021","Constant mortality","2081.809"
"North Macedonia","2021","No change","2082.278"
"North Macedonia","2021","Momentum","2088.601"
"North Macedonia","2020","Medium","2083.374"
"North Macedonia","2020","High","2083.374"
"North Macedonia","2020","Low","2083.374"
"North Macedonia","2020","Constant fertility","2083.374"
"North Macedonia","2020","Instant replacement","2083.374"
"North Macedonia","2020","Zero migration","2083.374"
"North Macedonia","2020","Constant mortality","2083.374"
"North Macedonia","2020","No change","2083.374"
"North Macedonia","2020","Momentum","2083.374"
"Northern Africa","2021","Medium","250635.272"
"Northern Africa","2021","High","250981.396"
"Northern Africa","2021","Low","250368.415"
"Northern Africa","2021","Constant fertility","250921.578"
"Northern Africa","2021","Instant replacement","249488.334"
"Northern Africa","2021","Zero migration","250776.702"
"Northern Africa","2021","Constant mortality","250618.958"
"Northern Africa","2021","No change","250863.733"
"Northern Africa","2021","Momentum","249523.567"
"Northern Africa","2020","Medium","246232.518"
"Northern Africa","2020","High","246232.518"
"Northern Africa","2020","Low","246232.518"
"Northern Africa","2020","Constant fertility","246232.518"
"Northern Africa","2020","Instant replacement","246232.518"
"Northern Africa","2020","Zero migration","246232.518"
"Northern Africa","2020","Constant mortality","246232.518"
"Northern Africa","2020","No change","246232.518"
"Northern Africa","2020","Momentum","246232.518"
"Northern Africa and Western Asia","2021","Medium","534623.73"
"Northern Africa and Western Asia","2021","High","535486.277"
"Northern Africa and Western Asia","2021","Low","534188.53"
"Northern Africa and Western Asia","2021","Constant fertility","535307.241"
"Northern Africa and Western Asia","2021","Instant replacement","532897.677"
"Northern Africa and Western Asia","2021","Zero migration","534534.356"
"Northern Africa and Western Asia","2021","Constant mortality","534709.137"
"Northern Africa and Western Asia","2021","No change","535175.733"
"Northern Africa and Western Asia","2021","Momentum","532673.681"
"Northern Africa and Western Asia","2020","Medium","525869.272"
"Northern Africa and Western Asia","2020","High","525869.272"
"Northern Africa and Western Asia","2020","Low","525869.272"
"Northern Africa and Western Asia","2020","Constant fertility","525869.272"
"Northern Africa and Western Asia","2020","Instant replacement","525869.272"
"Northern Africa and Western Asia","2020","Zero migration","525869.272"
"Northern Africa and Western Asia","2020","Constant mortality","525869.272"
"Northern Africa and Western Asia","2020","No change","525869.272"
"Northern Africa and Western Asia","2020","Momentum","525869.272"
"Northern America","2021","Medium","371107.709"
"Northern America","2021","High","371453.687"
"Northern America","2021","Low","370653.918"
"Northern America","2021","Constant fertility","371055.419"
"Northern America","2021","Instant replacement","371645.138"
"Northern America","2021","Zero migration","369907.068"
"Northern America","2021","Constant mortality","371022.883"
"Northern America","2021","No change","371023.367"
"Northern America","2021","Momentum","370816.552"
"Northern America","2020","Medium","368869.647"
"Northern America","2020","High","368869.647"
"Northern America","2020","Low","368869.647"
"Northern America","2020","Constant fertility","368869.647"
"Northern America","2020","Instant replacement","368869.647"
"Northern America","2020","Zero migration","368869.647"
"Northern America","2020","Constant mortality","368869.647"
"Northern America","2020","No change","368869.647"
"Northern America","2020","Momentum","368869.647"
"Northern America","2021","Medium","371107.709"
"Northern America","2021","High","371453.687"
"Northern America","2021","Low","370653.918"
